instant,Spring,Summer,Fall,Winter,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
13102,0,0,1,0,1,7,2,0,4,1,1,0.74,0.6667,0.51,0,18
13103,0,0,1,0,1,7,3,0,4,1,1,0.72,0.6667,0.54,0.194,7
13104,0,0,1,0,1,7,4,0,4,1,1,0.72,0.6667,0.58,0,7
13105,0,0,1,0,1,7,5,0,4,1,1,0.72,0.6818,0.62,0,29
13106,0,0,1,0,1,7,6,0,4,1,1,0.72,0.6667,0.58,0,133
13107,0,0,1,0,1,7,7,0,4,1,1,0.76,0.697,0.55,0,343
13108,0,0,1,0,1,7,8,0,4,1,1,0.8,0.7424,0.49,0.1343,550
13109,0,0,1,0,1,7,9,0,4,1,1,0.84,0.7879,0.49,0.2985,293
13110,0,0,1,0,1,7,10,0,4,1,1,0.86,0.7879,0.44,0.3582,186
13111,0,0,1,0,1,7,11,0,4,1,1,0.9,0.8182,0.35,0.2985,244
13112,0,0,1,0,1,7,12,0,4,1,1,0.9,0.8182,0.35,0.3582,276
13113,0,0,1,0,1,7,13,0,4,1,1,0.92,0.8333,0.33,0.2239,310
13114,0,0,1,0,1,7,14,0,4,1,1,0.92,0.8333,0.33,0.3284,241
13115,0,0,1,0,1,7,15,0,4,1,1,0.92,0.8333,0.33,0.3582,254
13116,0,0,1,0,1,7,16,0,4,1,1,0.92,0.8333,0.33,0.2537,433
13117,0,0,1,0,1,7,17,0,4,1,1,0.92,0.8485,0.35,0.1642,689
13118,0,0,1,0,1,7,18,0,4,1,2,0.9,0.8333,0.39,0.3284,607
13119,0,0,1,0,1,7,19,0,4,1,2,0.88,0.803,0.39,0.2537,503
13120,0,0,1,0,1,7,20,0,4,1,2,0.86,0.7879,0.41,0.2239,321
13121,0,0,1,0,1,7,21,0,4,1,1,0.84,0.7727,0.47,0.194,323
13122,0,0,1,0,1,7,22,0,4,1,1,0.82,0.803,0.59,0.1343,225
13123,0,0,1,0,1,7,23,0,4,1,1,0.8,0.7576,0.55,0.1642,131
13124,0,0,1,0,1,7,0,0,5,1,1,0.78,0.7424,0.62,0.1343,102
13125,0,0,1,0,1,7,1,0,5,1,1,0.78,0.7273,0.55,0.2239,29
13126,0,0,1,0,1,7,2,0,5,1,1,0.76,0.7121,0.62,0.1343,17
13127,0,0,1,0,1,7,3,0,5,1,2,0.74,0.697,0.7,0.194,7
13128,0,0,1,0,1,7,4,0,5,1,1,0.74,0.697,0.66,0.2239,6
13129,0,0,1,0,1,7,5,0,5,1,1,0.74,0.697,0.66,0.194,35
13130,0,0,1,0,1,7,6,0,5,1,1,0.74,0.697,0.66,0.194,131
13131,0,0,1,0,1,7,7,0,5,1,1,0.78,0.697,0.46,0.1343,353
13132,0,0,1,0,1,7,8,0,5,1,1,0.8,0.7121,0.41,0.1642,585
13133,0,0,1,0,1,7,9,0,5,1,1,0.82,0.7273,0.36,0.1343,304
13134,0,0,1,0,1,7,10,0,5,1,1,0.86,0.7424,0.3,0,210
13135,0,0,1,0,1,7,11,0,5,1,1,0.84,0.7273,0.32,0.0896,233
13136,0,0,1,0,1,7,12,0,5,1,1,0.88,0.7576,0.28,0.1045,331
13137,0,0,1,0,1,7,13,0,5,1,1,0.9,0.7879,0.27,0.1045,293
13138,0,0,1,0,1,7,14,0,5,1,1,0.9,0.803,0.31,0.1642,275
13139,0,0,1,0,1,7,15,0,5,1,1,0.92,0.8182,0.29,0.194,285
13140,0,0,1,0,1,7,16,0,5,1,1,0.92,0.8182,0.29,0.1045,369
13141,0,0,1,0,1,7,17,0,5,1,1,0.92,0.8182,0.29,0,576
13142,0,0,1,0,1,7,18,0,5,1,1,0.9,0.803,0.33,0.2537,560
13143,0,0,1,0,1,7,19,0,5,1,1,0.88,0.7879,0.35,0.2239,418
13144,0,0,1,0,1,7,20,0,5,1,1,0.86,0.7727,0.39,0.1045,336
13145,0,0,1,0,1,7,21,0,5,1,1,0.82,0.7727,0.52,0.1343,300
13146,0,0,1,0,1,7,22,0,5,1,1,0.8,0.7576,0.55,0.194,288
13147,0,0,1,0,1,7,23,0,5,1,1,0.8,0.7879,0.63,0.1045,164
13148,0,0,1,0,1,7,0,0,6,0,1,0.78,0.7576,0.66,0.1343,150
13149,0,0,1,0,1,7,1,0,6,0,1,0.76,0.7273,0.7,0.1642,71
13150,0,0,1,0,1,7,2,0,6,0,1,0.76,0.7424,0.72,0.1642,58
13151,0,0,1,0,1,7,3,0,6,0,1,0.74,0.7121,0.74,0.1343,31
13152,0,0,1,0,1,7,4,0,6,0,1,0.74,0.7121,0.74,0.1642,16
13153,0,0,1,0,1,7,5,0,6,0,1,0.74,0.7121,0.74,0.194,14
13154,0,0,1,0,1,7,6,0,6,0,1,0.74,0.7121,0.74,0.1045,31
13155,0,0,1,0,1,7,7,0,6,0,1,0.78,0.7576,0.66,0.1045,71
13156,0,0,1,0,1,7,8,0,6,0,1,0.82,0.8333,0.63,0.194,152
13157,0,0,1,0,1,7,9,0,6,0,1,0.84,0.8333,0.59,0.1642,256
13158,0,0,1,0,1,7,10,0,6,0,1,0.92,0.8636,0.37,0.2239,325
13159,0,0,1,0,1,7,11,0,6,0,1,0.94,0.8788,0.38,0.194,367
13160,0,0,1,0,1,7,12,0,6,0,1,0.96,0.8636,0.31,0.3582,342
13161,0,0,1,0,1,7,13,0,6,0,2,0.96,0.8636,0.31,0.2537,360
13162,0,0,1,0,1,7,14,0,6,0,2,0.96,0.8636,0.3,0.1343,308
13163,0,0,1,0,1,7,15,0,6,0,1,0.96,0.8485,0.26,0,306
13164,0,0,1,0,1,7,16,0,6,0,1,1,0.8636,0.19,0.1642,294
13165,0,0,1,0,1,7,17,0,6,0,1,0.96,0.8485,0.26,0.1343,279
13166,0,0,1,0,1,7,18,0,6,0,1,0.94,0.8333,0.29,0.0896,277
13167,0,0,1,0,1,7,19,0,6,0,1,0.92,0.8333,0.33,0.1343,287
13168,0,0,1,0,1,7,20,0,6,0,1,0.9,0.8182,0.37,0.1642,276
13169,0,0,1,0,1,7,21,0,6,0,1,0.88,0.7879,0.37,0.194,201
13170,0,0,1,0,1,7,22,0,6,0,1,0.84,0.8333,0.59,0.194,220
13171,0,0,1,0,1,7,23,0,6,0,1,0.84,0.8182,0.56,0.1642,148
13172,0,0,1,0,1,7,0,0,0,0,1,0.82,0.7879,0.56,0.1343,147
13173,0,0,1,0,1,7,1,0,0,0,1,0.82,0.7879,0.56,0.1045,124
13174,0,0,1,0,1,7,2,0,0,0,1,0.82,0.7727,0.52,0.1045,70
13175,0,0,1,0,1,7,3,0,0,0,1,0.8,0.7727,0.59,0.1045,35
13176,0,0,1,0,1,7,4,0,0,0,1,0.78,0.7576,0.66,0.1045,13
13177,0,0,1,0,1,7,5,0,0,0,1,0.78,0.7424,0.62,0,6
13178,0,0,1,0,1,7,6,0,0,0,1,0.78,0.7727,0.7,0.1343,21
13179,0,0,1,0,1,7,7,0,0,0,1,0.8,0.803,0.66,0,52
13180,0,0,1,0,1,7,8,0,0,0,1,0.84,0.803,0.53,0.1343,130
13181,0,0,1,0,1,7,9,0,0,0,1,0.86,0.8182,0.5,0.1045,242
13182,0,0,1,0,1,7,10,0,0,0,1,0.9,0.8636,0.45,0,319
13183,0,0,1,0,1,7,11,0,0,0,1,0.92,0.8939,0.42,0.2985,389
13184,0,0,1,0,1,7,12,0,0,0,1,0.92,0.8939,0.42,0.194,376
13185,0,0,1,0,1,7,13,0,0,0,1,0.94,0.8788,0.38,0.2537,337
13186,0,0,1,0,1,7,14,0,0,0,1,0.96,0.9091,0.36,0.1642,312
13187,0,0,1,0,1,7,15,0,0,0,3,0.92,0.8939,0.42,0.2836,298
13188,0,0,1,0,1,7,16,0,0,0,2,0.8,0.803,0.66,0.2239,291
13189,0,0,1,0,1,7,17,0,0,0,1,0.78,0.7424,0.59,0,270
13190,0,0,1,0,1,7,18,0,0,0,1,0.78,0.7424,0.62,0.1045,253
13191,0,0,1,0,1,7,19,0,0,0,1,0.78,0.7424,0.62,0.1642,250
13192,0,0,1,0,1,7,20,0,0,0,1,0.76,0.7273,0.7,0.0896,285
13193,0,0,1,0,1,7,21,0,0,0,1,0.76,0.7273,0.7,0.1343,207
13194,0,0,1,0,1,7,22,0,0,0,3,0.74,0.697,0.7,0.0896,122
13195,0,0,1,0,1,7,23,0,0,0,3,0.68,0.6364,0.83,0.0896,123
13196,0,0,1,0,1,7,0,0,1,1,2,0.68,0.6364,0.89,0.0896,39
13197,0,0,1,0,1,7,1,0,1,1,3,0.7,0.6667,0.89,0.1045,18
13198,0,0,1,0,1,7,2,0,1,1,3,0.7,0.6667,0.89,0.194,5
13199,0,0,1,0,1,7,3,0,1,1,3,0.7,0.6667,0.89,0.194,5
13200,0,0,1,0,1,7,4,0,1,1,3,0.66,0.5909,0.89,0.3881,2
13201,0,0,1,0,1,7,5,0,1,1,2,0.66,0.6061,0.83,0.2239,28
13202,0,0,1,0,1,7,6,0,1,1,3,0.64,0.5758,0.89,0.2537,92
13203,0,0,1,0,1,7,7,0,1,1,3,0.66,0.6061,0.83,0.2239,230
13204,0,0,1,0,1,7,8,0,1,1,2,0.66,0.6061,0.83,0.1642,455
13205,0,0,1,0,1,7,9,0,1,1,2,0.66,0.6061,0.83,0.1642,363
13206,0,0,1,0,1,7,10,0,1,1,2,0.66,0.6061,0.83,0.194,175
13207,0,0,1,0,1,7,11,0,1,1,2,0.72,0.6818,0.62,0.1343,216
13208,0,0,1,0,1,7,12,0,1,1,2,0.74,0.6818,0.58,0.1343,266
13209,0,0,1,0,1,7,13,0,1,1,2,0.76,0.697,0.55,0.2537,255
13210,0,0,1,0,1,7,14,0,1,1,2,0.74,0.6818,0.55,0.2537,242
13211,0,0,1,0,1,7,15,0,1,1,2,0.76,0.6818,0.45,0.2239,280
13212,0,0,1,0,1,7,16,0,1,1,1,0.78,0.697,0.4,0.2836,413
13213,0,0,1,0,1,7,17,0,1,1,1,0.78,0.697,0.4,0.1642,849
13214,0,0,1,0,1,7,18,0,1,1,1,0.76,0.6818,0.48,0.1343,872
13215,0,0,1,0,1,7,19,0,1,1,1,0.74,0.6818,0.55,0.1642,631
13216,0,0,1,0,1,7,20,0,1,1,2,0.74,0.6818,0.55,0.1045,447
13217,0,0,1,0,1,7,21,0,1,1,2,0.74,0.6818,0.55,0.0896,331
13218,0,0,1,0,1,7,22,0,1,1,2,0.72,0.6667,0.58,0.1045,224
13219,0,0,1,0,1,7,23,0,1,1,2,0.7,0.6515,0.65,0.1045,131
13220,0,0,1,0,1,7,0,0,2,1,1,0.7,0.6515,0.7,0.0896,69
13221,0,0,1,0,1,7,1,0,2,1,1,0.7,0.6667,0.74,0.1343,15
13222,0,0,1,0,1,7,2,0,2,1,1,0.7,0.6667,0.74,0.1343,16
13223,0,0,1,0,1,7,3,0,2,1,1,0.68,0.6364,0.79,0,3
13224,0,0,1,0,1,7,4,0,2,1,1,0.68,0.6364,0.79,0.1343,4
13225,0,0,1,0,1,7,5,0,2,1,1,0.66,0.6061,0.83,0.1343,42
13226,0,0,1,0,1,7,6,0,2,1,2,0.68,0.6364,0.79,0.1045,187
13227,0,0,1,0,1,7,7,0,2,1,2,0.7,0.6667,0.74,0.1045,520
13228,0,0,1,0,1,7,8,0,2,1,1,0.72,0.697,0.74,0.1343,649
13229,0,0,1,0,1,7,9,0,2,1,1,0.74,0.697,0.66,0.1343,331
13230,0,0,1,0,1,7,10,0,2,1,1,0.76,0.7121,0.62,0.194,190
13231,0,0,1,0,1,7,11,0,2,1,1,0.8,0.7273,0.46,0.194,249
13232,0,0,1,0,1,7,12,0,2,1,1,0.8,0.7121,0.41,0.1343,272
13233,0,0,1,0,1,7,13,0,2,1,1,0.82,0.7273,0.38,0.194,280
13234,0,0,1,0,1,7,14,0,2,1,1,0.82,0.7273,0.38,0.1642,242
13235,0,0,1,0,1,7,15,0,2,1,1,0.8,0.7121,0.41,0.2239,265
13236,0,0,1,0,1,7,16,0,2,1,1,0.8,0.7273,0.43,0.2239,435
13237,0,0,1,0,1,7,17,0,2,1,1,0.78,0.7121,0.49,0.194,872
13238,0,0,1,0,1,7,18,0,2,1,3,0.7,0.6667,0.74,0.2239,819
13239,0,0,1,0,1,7,19,0,2,1,3,0.7,0.6667,0.74,0.2239,414
13240,0,0,1,0,1,7,20,0,2,1,3,0.64,0.5758,0.83,0.2239,84
13241,0,0,1,0,1,7,21,0,2,1,3,0.64,0.5758,0.89,0.1045,90
13242,0,0,1,0,1,7,22,0,2,1,2,0.64,0.5758,0.83,0.1343,139
13243,0,0,1,0,1,7,23,0,2,1,2,0.64,0.5758,0.89,0.1045,103
13244,0,0,1,0,1,7,0,0,3,1,2,0.66,0.6061,0.83,0.1343,44
13245,0,0,1,0,1,7,1,0,3,1,1,0.64,0.5758,0.89,0,14
13246,0,0,1,0,1,7,2,0,3,1,1,0.64,0.5758,0.89,0,5
13247,0,0,1,0,1,7,3,0,3,1,1,0.64,0.5758,0.89,0.1343,5
13248,0,0,1,0,1,7,4,0,3,1,1,0.64,0.5758,0.89,0.1343,7
13249,0,0,1,0,1,7,5,0,3,1,1,0.64,0.5758,0.89,0,41
13250,0,0,1,0,1,7,6,0,3,1,1,0.64,0.5758,0.89,0.1343,185
13251,0,0,1,0,1,7,7,0,3,1,2,0.66,0.6061,0.83,0.1045,497
13252,0,0,1,0,1,7,8,0,3,1,2,0.68,0.6364,0.79,0.1642,674
13253,0,0,1,0,1,7,9,0,3,1,2,0.7,0.6667,0.74,0.1343,328
13254,0,0,1,0,1,7,10,0,3,1,2,0.72,0.6818,0.62,0.1343,195
13255,0,0,1,0,1,7,11,0,3,1,2,0.76,0.7121,0.58,0.1343,229
13256,0,0,1,0,1,7,12,0,3,1,2,0.78,0.697,0.43,0,292
13257,0,0,1,0,1,7,13,0,3,1,2,0.8,0.7121,0.42,0.1642,273
13258,0,0,1,0,1,7,14,0,3,1,1,0.8,0.7121,0.41,0.2239,241
13259,0,0,1,0,1,7,15,0,3,1,1,0.8,0.7121,0.41,0.2537,276
13260,0,0,1,0,1,7,16,0,3,1,1,0.8,0.7121,0.38,0.194,411
13261,0,0,1,0,1,7,17,0,3,1,1,0.8,0.697,0.31,0.2239,830
13262,0,0,1,0,1,7,18,0,3,1,1,0.78,0.6818,0.38,0.2537,814
13263,0,0,1,0,1,7,19,0,3,1,1,0.74,0.6667,0.48,0.2239,633
13264,0,0,1,0,1,7,20,0,3,1,1,0.74,0.6667,0.51,0.1642,483
13265,0,0,1,0,1,7,21,0,3,1,1,0.72,0.6667,0.58,0.2239,391
13266,0,0,1,0,1,7,22,0,3,1,1,0.72,0.6667,0.58,0.2537,244
13267,0,0,1,0,1,7,23,0,3,1,2,0.7,0.6515,0.58,0.2537,152
13268,0,0,1,0,1,7,0,0,4,1,2,0.68,0.6364,0.61,0,56
13269,0,0,1,0,1,7,1,0,4,1,2,0.66,0.6212,0.61,0,21
13270,0,0,1,0,1,7,2,0,4,1,2,0.66,0.6212,0.65,0.0896,9
13271,0,0,1,0,1,7,3,0,4,1,1,0.64,0.6061,0.69,0.1045,10
13272,0,0,1,0,1,7,4,0,4,1,1,0.64,0.6061,0.73,0.1045,5
13273,0,0,1,0,1,7,5,0,4,1,1,0.62,0.5909,0.73,0.1045,44
13274,0,0,1,0,1,7,6,0,4,1,1,0.64,0.6061,0.73,0.0896,178
13275,0,0,1,0,1,7,7,0,4,1,1,0.64,0.6061,0.73,0.1343,512
13276,0,0,1,0,1,7,8,0,4,1,1,0.68,0.6364,0.65,0.1343,702
13277,0,0,1,0,1,7,9,0,4,1,1,0.72,0.6667,0.58,0.1045,327
13278,0,0,1,0,1,7,10,0,4,1,1,0.74,0.6667,0.48,0.1642,214
13279,0,0,1,0,1,7,11,0,4,1,1,0.76,0.6818,0.45,0.1045,215
13280,0,0,1,0,1,7,12,0,4,1,1,0.78,0.6818,0.35,0.1343,292
13281,0,0,1,0,1,7,13,0,4,1,1,0.8,0.697,0.33,0.2239,277
13282,0,0,1,0,1,7,14,0,4,1,1,0.78,0.6818,0.33,0.2239,209
13283,0,0,1,0,1,7,15,0,4,1,1,0.8,0.7121,0.36,0.194,271
13284,0,0,1,0,1,7,16,0,4,1,1,0.8,0.7121,0.36,0.194,439
13285,0,0,1,0,1,7,17,0,4,1,1,0.76,0.6818,0.43,0.2239,795
13286,0,0,1,0,1,7,18,0,4,1,1,0.76,0.6818,0.45,0.1343,825
13287,0,0,1,0,1,7,19,0,4,1,1,0.74,0.6667,0.48,0.2239,629
13288,0,0,1,0,1,7,20,0,4,1,1,0.74,0.6667,0.48,0.2239,514
13289,0,0,1,0,1,7,21,0,4,1,1,0.72,0.6667,0.48,0.2239,373
13290,0,0,1,0,1,7,22,0,4,1,1,0.72,0.6667,0.51,0.1642,318
13291,0,0,1,0,1,7,23,0,4,1,2,0.7,0.6515,0.51,0.2239,211
13292,0,0,1,0,1,7,0,0,5,1,2,0.7,0.6515,0.54,0.1642,95
13293,0,0,1,0,1,7,1,0,5,1,2,0.68,0.6364,0.54,0.1045,59
13294,0,0,1,0,1,7,2,0,5,1,2,0.66,0.6212,0.61,0.0896,17
13295,0,0,1,0,1,7,3,0,5,1,2,0.68,0.6364,0.61,0,9
13296,0,0,1,0,1,7,4,0,5,1,2,0.66,0.6212,0.61,0,11
13297,0,0,1,0,1,7,5,0,5,1,2,0.66,0.6364,0.56,0.0896,34
13298,0,0,1,0,1,7,6,0,5,1,2,0.7,0.6515,0.54,0,127
13299,0,0,1,0,1,7,7,0,5,1,2,0.7,0.6515,0.54,0,380
13300,0,0,1,0,1,7,8,0,5,1,2,0.7,0.6515,0.54,0,713
13301,0,0,1,0,1,7,9,0,5,1,2,0.72,0.6667,0.51,0,414
13302,0,0,1,0,1,7,10,0,5,1,2,0.74,0.6667,0.48,0,268
13303,0,0,1,0,1,7,11,0,5,1,2,0.76,0.6818,0.45,0.1343,288
13304,0,0,1,0,1,7,12,0,5,1,2,0.76,0.6818,0.4,0.1045,379
13305,0,0,1,0,1,7,13,0,5,1,2,0.8,0.7121,0.38,0.1343,374
13306,0,0,1,0,1,7,14,0,5,1,2,0.8,0.7121,0.38,0,369
13307,0,0,1,0,1,7,15,0,5,1,2,0.8,0.7121,0.36,0.1045,353
13308,0,0,1,0,1,7,16,0,5,1,2,0.8,0.7121,0.36,0.2239,492
13309,0,0,1,0,1,7,17,0,5,1,2,0.8,0.7121,0.36,0.1642,835
13310,0,0,1,0,1,7,18,0,5,1,1,0.78,0.697,0.46,0.194,631
13311,0,0,1,0,1,7,19,0,5,1,1,0.74,0.6667,0.51,0.1642,488
13312,0,0,1,0,1,7,20,0,5,1,1,0.74,0.6667,0.48,0.1343,389
13313,0,0,1,0,1,7,21,0,5,1,1,0.72,0.6667,0.54,0,299
13314,0,0,1,0,1,7,22,0,5,1,1,0.74,0.6667,0.45,0,263
13315,0,0,1,0,1,7,23,0,5,1,2,0.72,0.6515,0.45,0.1343,212
13316,0,0,1,0,1,7,0,0,6,0,2,0.72,0.6667,0.48,0.0896,191
13317,0,0,1,0,1,7,1,0,6,0,2,0.7,0.6515,0.51,0.1045,118
13318,0,0,1,0,1,7,2,0,6,0,2,0.7,0.6515,0.54,0.1045,101
13319,0,0,1,0,1,7,3,0,6,0,2,0.7,0.6515,0.54,0.1045,40
13320,0,0,1,0,1,7,4,0,6,0,3,0.66,0.6212,0.61,0.1045,9
13321,0,0,1,0,1,7,5,0,6,0,2,0.64,0.6061,0.73,0.1045,5
13322,0,0,1,0,1,7,6,0,6,0,2,0.64,0.5909,0.78,0.0896,35
13323,0,0,1,0,1,7,7,0,6,0,1,0.64,0.5909,0.78,0.2836,48
13324,0,0,1,0,1,7,8,0,6,0,1,0.62,0.5909,0.78,0.2836,151
13325,0,0,1,0,1,7,9,0,6,0,1,0.66,0.6212,0.74,0.194,282
13326,0,0,1,0,1,7,10,0,6,0,2,0.72,0.6818,0.7,0.0896,401
13327,0,0,1,0,1,7,11,0,6,0,2,0.72,0.6818,0.7,0.1045,439
13328,0,0,1,0,1,7,12,0,6,0,2,0.74,0.697,0.66,0.0896,499
13329,0,0,1,0,1,7,13,0,6,0,2,0.76,0.7121,0.62,0.0896,591
13330,0,0,1,0,1,7,14,0,6,0,1,0.8,0.7576,0.55,0.1045,632
13331,0,0,1,0,1,7,15,0,6,0,1,0.8,0.7576,0.55,0.1642,560
13332,0,0,1,0,1,7,16,0,6,0,2,0.72,0.697,0.79,0.3582,566
13333,0,0,1,0,1,7,17,0,6,0,3,0.7,0.6667,0.79,0.1642,458
13334,0,0,1,0,1,7,18,0,6,0,1,0.72,0.697,0.79,0.1343,351
13335,0,0,1,0,1,7,19,0,6,0,1,0.72,0.7121,0.84,0.0896,431
13336,0,0,1,0,1,7,20,0,6,0,1,0.72,0.7121,0.84,0.0896,356
13337,0,0,1,0,1,7,21,0,6,0,1,0.7,0.6667,0.84,0.2239,269
13338,0,0,1,0,1,7,22,0,6,0,1,0.7,0.6667,0.79,0.194,225
13339,0,0,1,0,1,7,23,0,6,0,2,0.68,0.6364,0.83,0.0896,211
13340,0,0,1,0,1,7,0,0,0,0,1,0.68,0.6364,0.89,0.1642,187
13341,0,0,1,0,1,7,1,0,0,0,2,0.68,0.6364,0.89,0.1343,168
13342,0,0,1,0,1,7,2,0,0,0,2,0.68,0.6364,0.89,0.1642,115
13343,0,0,1,0,1,7,3,0,0,0,2,0.68,0.6364,0.89,0.1642,57
13344,0,0,1,0,1,7,4,0,0,0,2,0.68,0.6364,0.89,0.1045,19
13345,0,0,1,0,1,7,5,0,0,0,1,0.68,0.6364,0.89,0.1343,9
13346,0,0,1,0,1,7,6,0,0,0,1,0.68,0.6364,0.83,0.1343,15
13347,0,0,1,0,1,7,7,0,0,0,1,0.7,0.6667,0.79,0.0896,47
13348,0,0,1,0,1,7,8,0,0,0,2,0.7,0.6667,0.84,0.1343,133
13349,0,0,1,0,1,7,9,0,0,0,2,0.72,0.697,0.79,0,221
13350,0,0,1,0,1,7,10,0,0,0,1,0.76,0.7273,0.66,0.1343,382
13351,0,0,1,0,1,7,11,0,0,0,1,0.82,0.7727,0.52,0.1642,451
13352,0,0,1,0,1,7,12,0,0,0,1,0.84,0.7727,0.47,0.1045,489
13353,0,0,1,0,1,7,13,0,0,0,1,0.86,0.7879,0.41,0.1045,480
13354,0,0,1,0,1,7,14,0,0,0,1,0.9,0.8182,0.37,0.2537,476
13355,0,0,1,0,1,7,15,0,0,0,1,0.86,0.803,0.47,0.1343,489
13356,0,0,1,0,1,7,16,0,0,0,1,0.86,0.7879,0.41,0.2239,495
13357,0,0,1,0,1,7,17,0,0,0,1,0.8,0.7727,0.59,0.4925,436
13358,0,0,1,0,1,7,18,0,0,0,3,0.72,0.697,0.79,0.3582,312
13359,0,0,1,0,1,7,19,0,0,0,1,0.72,0.7121,0.84,0.2239,312
13360,0,0,1,0,1,7,20,0,0,0,1,0.72,0.697,0.79,0.2537,294
13361,0,0,1,0,1,7,21,0,0,0,1,0.72,0.697,0.79,0.0896,223
13362,0,0,1,0,1,7,22,0,0,0,1,0.72,0.697,0.74,0.1045,130
13363,0,0,1,0,1,7,23,0,0,0,1,0.72,0.697,0.79,0.1343,91
13364,0,0,1,0,1,7,0,0,1,1,3,0.72,0.697,0.79,0.1045,43
13365,0,0,1,0,1,7,1,0,1,1,2,0.7,0.6667,0.74,0.194,11
13366,0,0,1,0,1,7,2,0,1,1,1,0.7,0.6667,0.74,0.1045,15
13367,0,0,1,0,1,7,3,0,1,1,1,0.68,0.6364,0.79,0.0896,6
13368,0,0,1,0,1,7,4,0,1,1,1,0.68,0.6364,0.79,0.1045,12
13369,0,0,1,0,1,7,5,0,1,1,1,0.66,0.6061,0.78,0.1045,50
13370,0,0,1,0,1,7,6,0,1,1,1,0.68,0.6364,0.79,0.1343,140
13371,0,0,1,0,1,7,7,0,1,1,1,0.72,0.6818,0.7,0.0896,483
13372,0,0,1,0,1,7,8,0,1,1,1,0.74,0.697,0.66,0.1045,667
13373,0,0,1,0,1,7,9,0,1,1,1,0.76,0.7121,0.62,0.1642,348
13374,0,0,1,0,1,7,10,0,1,1,1,0.8,0.7727,0.59,0,186
13375,0,0,1,0,1,7,11,0,1,1,1,0.84,0.803,0.53,0.2239,182
13376,0,0,1,0,1,7,12,0,1,1,1,0.84,0.7879,0.49,0.1343,237
13377,0,0,1,0,1,7,13,0,1,1,1,0.84,0.7879,0.49,0.2836,239
13378,0,0,1,0,1,7,14,0,1,1,1,0.88,0.8182,0.42,0.1045,212
13379,0,0,1,0,1,7,15,0,1,1,1,0.86,0.803,0.47,0.2537,237
13380,0,0,1,0,1,7,16,0,1,1,3,0.76,0.7273,0.66,0.5821,386
13381,0,0,1,0,1,7,17,0,1,1,3,0.76,0.7273,0.66,0.5821,755
13382,0,0,1,0,1,7,18,0,1,1,1,0.84,0.803,0.53,0,794
13383,0,0,1,0,1,7,19,0,1,1,1,0.8,0.7879,0.63,0.1343,595
13384,0,0,1,0,1,7,20,0,1,1,1,0.8,0.7727,0.59,0.1343,454
13385,0,0,1,0,1,7,21,0,1,1,1,0.76,0.7273,0.66,0.1343,328
13386,0,0,1,0,1,7,22,0,1,1,1,0.76,0.7121,0.62,0.0896,284
13387,0,0,1,0,1,7,23,0,1,1,1,0.74,0.7121,0.74,0.0896,166
13388,0,0,1,0,1,7,0,0,2,1,1,0.72,0.7121,0.84,0.1045,53
13389,0,0,1,0,1,7,1,0,2,1,1,0.74,0.697,0.7,0,25
13390,0,0,1,0,1,7,2,0,2,1,1,0.72,0.6818,0.7,0.0896,7
13391,0,0,1,0,1,7,3,0,2,1,1,0.72,0.6818,0.66,0,3
13392,0,0,1,0,1,7,4,0,2,1,1,0.72,0.6818,0.62,0,7
13393,0,0,1,0,1,7,5,0,2,1,1,0.68,0.6364,0.74,0.0896,38
13394,0,0,1,0,1,7,6,0,2,1,1,0.72,0.6818,0.66,0.1045,213
13395,0,0,1,0,1,7,7,0,2,1,2,0.74,0.697,0.7,0,526
13396,0,0,1,0,1,7,8,0,2,1,2,0.8,0.7576,0.55,0,661
13397,0,0,1,0,1,7,9,0,2,1,2,0.82,0.7727,0.49,0.2239,320
13398,0,0,1,0,1,7,10,0,2,1,2,0.84,0.7879,0.49,0.194,159
13399,0,0,1,0,1,7,11,0,2,1,2,0.86,0.803,0.47,0,206
13400,0,0,1,0,1,7,12,0,2,1,2,0.9,0.8182,0.35,0,254
13401,0,0,1,0,1,7,13,0,2,1,1,0.92,0.8182,0.31,0.194,221
13402,0,0,1,0,1,7,14,0,2,1,1,0.94,0.8333,0.29,0.2537,214
13403,0,0,1,0,1,7,15,0,2,1,1,0.92,0.8182,0.31,0.1642,244
13404,0,0,1,0,1,7,16,0,2,1,1,0.92,0.8182,0.29,0.1642,381
13405,0,0,1,0,1,7,17,0,2,1,1,0.92,0.8182,0.29,0,770
13406,0,0,1,0,1,7,18,0,2,1,1,0.9,0.803,0.33,0.194,772
13407,0,0,1,0,1,7,19,0,2,1,1,0.88,0.7879,0.35,0.2537,547
13408,0,0,1,0,1,7,20,0,2,1,1,0.86,0.7576,0.34,0.1642,427
13409,0,0,1,0,1,7,21,0,2,1,1,0.82,0.7727,0.52,0.1343,333
13410,0,0,1,0,1,7,22,0,2,1,1,0.8,0.7576,0.55,0.2239,244
13411,0,0,1,0,1,7,23,0,2,1,1,0.78,0.7424,0.59,0.194,161
13412,0,0,1,0,1,7,0,0,3,1,1,0.76,0.7273,0.66,0.1642,53
13413,0,0,1,0,1,7,1,0,3,1,1,0.76,0.7273,0.66,0.1045,16
13414,0,0,1,0,1,7,2,0,3,1,1,0.74,0.697,0.66,0.1343,8
13415,0,0,1,0,1,7,3,0,3,1,1,0.74,0.697,0.66,0.1343,4
